"screen","exposure","outcome","beta","se","t_value","p_value","n","df","weight","exp_label","out_label","chem_class","out_domain","type","p_fdr_global","p_bonf_global","sig_nominal","sig_fdr05","sig_fdr01","sig_bonf","direction"
"Expanded","log_URXECP","log_LBXSASSI",-0.0347707862196682,0.0159884574430019,-2.17474301968307,0.0725855799278806,1575,6,NA,"MECPP (phthalate)","log_LBXSASSI","Phthalates","Other","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP6","eGFR",2.76970285204517,1.27376114589727,2.17442874668164,0.0726170450708874,1583,6,NA,"log_URXOP6","eGFR (kidney)","Other","Kidney","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMEP","LBXPLTSI",4.55828402100821,2.09667738696585,2.17405121519654,0.07265486223431,1595,6,NA,"MEP (phthalate)","Platelets","Phthalates","Hematology","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOPM","LBXWBCSI",-0.253036232500146,0.116548696333337,-2.17107733042714,0.0729534642151062,1602,6,NA,"log_URXOPM","WBC","Other","Hematology","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUTU","log_LBXSATSI",0.0555944825422345,0.0256083807663187,2.17094876281107,0.0729664018686203,1588,6,NA,"log_URXUTU","log_LBXSATSI","Urinary metals/elements","Other","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMAL","BMXWAIST",-2.75862191748414,1.30894507398642,-2.10751541245555,0.0730559624064043,1550,7,NA,"log_URXMAL","Waist circumference","Phthalates","Anthropometric","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP3","LBXPLTSI",-3.40554670576875,1.56942209177147,-2.16993677075411,0.0730683202185576,1595,6,NA,"log_URXOP3","Platelets","Other","Hematology","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUTL","log_LBXSTR",-0.0801833993430701,0.0369598127700561,-2.16947525794916,0.07311484805579,1589,6,NA,"Urinary thallium","log_LBXSTR","Urinary metals/elements","Other","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXDHB","log_HOMA_IR",0.234934166474773,0.108309504823676,2.16910018060962,0.0731526842640218,756,6,NA,"log_URXDHB","log_HOMA_IR","VOC metabolites","Metabolic","continuous",0.389590295623248,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHP","log_LBXSASSI",-0.0306058455390619,0.0141585329712687,-2.1616537250836,0.0739080322518895,1575,6,NA,"MEHP (phthalate)","log_LBXSASSI","Phthalates","Other","continuous",0.392864749384569,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMCOH","LBXTC",-3.72643484242278,1.72661322003145,-2.15823370236614,0.0742576315516368,1591,6,NA,"MCOCH (phthalate)","Total cholesterol","Phthalates","Metabolic","continuous",0.393974075556692,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFNA","LBXRBCSI",0.0649198814459379,0.0188182508874285,3.44983611039575,0.0747274565950538,1595,NA,"WTMEC2YR","PFNA","RBC count","PFAS","Hematology","continuous",0.39419851893806,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHEM","avg_DBP",-1.06258487880621,0.493460068542034,-2.15333508534074,0.0747613361843909,1522,6,NA,"log_URXHEM","avg_DBP","Other","Cardiovascular","continuous",0.39419851893806,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUP8","LBXGLU",3.06952226605853,1.4679085583606,2.09108547571019,0.0748499675342906,777,7,"WTSA2YR","Urinary perchlorate","Fasting glucose","Urinary elements","Metabolic","continuous",0.39419851893806,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMAL","log_LBXSTR",-0.0675543841711387,0.0313871291136253,-2.15229573646521,0.0748686585717206,1587,6,NA,"log_URXMAL","log_LBXSTR","Phthalates","Other","continuous",0.39419851893806,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX34M","LBXWBCSI",0.199020136930904,0.0925253814804434,2.15097883139201,0.075004868410246,1554,6,NA,"log_URX34M","WBC","Other","Hematology","continuous",0.39419851893806,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUSN","eGFR",1.20329716067567,0.560383375931861,2.14727490563885,0.0753893374880758,1589,6,NA,"log_URXUSN","eGFR (kidney)","Urinary metals/elements","Kidney","continuous",0.394771709787672,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","PHQ9_total",-0.35956986578081,0.167459270991854,-2.14720787718168,0.0753963136718944,1462,6,NA,"log_URXBMA","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.394771709787672,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP06","log_LBXSAPSI",-0.029320244014949,0.0136741030528573,-2.14421698458842,0.0757082747436414,1579,6,NA,"1-Hydroxyphenanthrene (PAH)","Alk Phosphatase (log)","PAHs","Liver","continuous",0.395367833271488,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMAD","log_LBXHSCRP",0.132940349570001,0.0620229115191537,2.14340711059569,0.0757929751908146,1543,6,NA,"log_URXMAD","CRP (log)","Phthalates","Inflammation","continuous",0.395367833271488,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFHS","log_LBXSASSI",0.0304261194218947,0.0146380379292269,2.0785654176469,0.0762464581222036,1586,7,NA,"PFHxS","log_LBXSASSI","PFAS","Other","continuous",0.39657792878539,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXTCC","LBXWBCSI",-0.211012695611562,0.0986733853542319,-2.13849656474275,0.0763086286432546,1603,6,NA,"log_URXTCC","WBC","Other","Hematology","continuous",0.39657792878539,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTBBA","avg_SBP",-1.76006820240847,0.824282758907728,-2.1352723727241,0.0766491540850179,1520,6,NA,"log_URXTBBA","avg_SBP","Other","Cardiovascular","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP3","log_LBXHSCRP",-0.0400089482885868,0.01873832770903,-2.13513974725217,0.0766631947312806,1578,6,NA,"log_URXOP3","CRP (log)","Other","Inflammation","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCYHA","log_LBXSTR",0.0378773992605128,0.0177484226770804,2.13412763205296,0.0767704310736843,1545,6,NA,"log_URXCYHA","log_LBXSTR","VOC metabolites","Other","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBSE","log_LBXSGB",-0.0289983327828215,0.013992828231071,-2.07237109639,0.0769469311864397,4832,7,NA,"Blood selenium","log_LBXSGB","Heavy metals","Other","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXHEM","log_LBXSGB",-0.0186815992425598,0.00876427700962576,-2.13156193283734,0.077042963133106,1545,6,NA,"log_URXHEM","log_LBXSGB","Other","Other","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBMA","log_LBXSASSI",0.0285236890859443,0.0133894343223787,2.13031323050524,0.0771759604249855,1539,6,NA,"log_URXBMA","log_LBXSASSI","VOC metabolites","Other","continuous",0.396661737772536,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBPB","log_LBXSASSI",0.0394754470501238,0.0116676229126985,3.38333243587781,0.0773585424693149,4820,NA,"WTMEC2YR","Blood lead","AST (log)","Heavy metals","Liver","continuous",0.396683356667622,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXIPM3","LBXTC",-3.60665443189227,1.69532689488815,-2.12740943517576,0.0774861491739907,1548,6,NA,"log_URXIPM3","Total cholesterol","Other","Metabolic","continuous",0.396683356667622,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMOH","LBXSTB",-0.0297933935133455,0.00882178973013705,-3.37725047011325,0.0776057925955613,1580,NA,"WTSA2YR","Mono-2-ethyl-5-oxohexyl (MEOHP)","Total bilirubin","Phthalates","Liver","continuous",0.396683356667622,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXHP2","log_LBXSATSI",-0.0574832067858313,0.0270996619939828,-2.12117799840437,0.0781561195886374,1544,6,NA,"log_URXHP2","log_LBXSATSI","Other","Other","continuous",0.398767354689471,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUBA","log_LBXSAPSI",0.023749170834939,0.0112187822011355,2.11691165842717,0.0786182303096021,1588,6,NA,"log_URXUBA","Alk Phosphatase (log)","Urinary metals/elements","Liver","continuous",0.399680844019042,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHBP","LBXSBU",0.763536666580177,0.228062062809879,3.34793370354056,0.0788137064685589,1578,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","Blood urea nitrogen","Phthalates","Kidney","continuous",0.399680844019042,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHPM","LBXTC",-3.33015359390539,1.57489721750346,-2.11452122519105,0.0788783723072738,1548,6,NA,"HPMA (acrolein metabolite)","Total cholesterol","VOC metabolites","Metabolic","continuous",0.399680844019042,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMZP","log_HOMA_IR",-0.0626110036668022,0.0296136847786575,-2.11425913846175,0.0789069477462487,765,6,NA,"MBzP (phthalate)","log_HOMA_IR","Phthalates","Metabolic","continuous",0.399680844019042,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","BMXBMI",0.607918008486279,0.232394633155109,2.61588660733199,0.079281726396335,1681,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","BMI","Phthalates","Anthropometric","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","log_LBXSTR",-0.0397121933042216,0.0188275736126338,-2.10925709925647,0.0794543561885674,1545,6,NA,"log_URXBMA","log_LBXSTR","VOC metabolites","Other","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP03","log_LBXSAPSI",-0.0204352572879828,0.00968915893909197,-2.1090847426947,0.0794732874344696,1566,6,NA,"3-Hydroxyfluorene (PAH)","Alk Phosphatase (log)","PAHs","Liver","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMB3","log_LBXSASSI",-0.035730475611472,0.0169684131475495,-2.10570518885746,0.0798454227784,1539,6,NA,"log_URXMB3","log_LBXSASSI","Phthalates","Other","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX4FP","LBXHGB",0.120246374939729,0.0571287698781479,2.10483045926259,0.0799420323394477,1604,6,NA,"log_URX4FP","Hemoglobin","Other","Hematology","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHPM","log_LBXSTR",0.0622819852495182,0.0296335926751822,2.10173588913769,0.0802847720444206,1545,6,NA,"HPMA (acrolein metabolite)","log_LBXSTR","VOC metabolites","Other","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFDE","avg_DBP",1.02832015721492,0.503222034850999,2.04347203818171,0.0803003520259432,1514,7,NA,"PFDeA","avg_DBP","PFAS","Cardiovascular","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPMM","LBXGLU",6.32310039475983,3.0088701311415,2.10148664421118,0.0803124424548753,757,6,NA,"log_URXPMM","Fasting glucose","PAHs","Metabolic","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPHG","BMXBMI",-1.44345476038989,0.706427546980542,-2.0433160719165,0.0803188380023936,1554,7,NA,"log_URXPHG","BMI","PAHs","Anthropometric","continuous",0.400305652503908,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMIB","BMXWAIST",1.21951688673709,0.469300448514831,2.59858453277944,0.0804742058653487,1618,NA,"WTSA2YR","Mono-isobutyl phthalate (MiBP)","Waist circumference","Phthalates","Anthropometric","continuous",0.400309851580015,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUTU","log_LBXSAPSI",0.022916135142528,0.010918437200632,2.09884754763268,0.0806060251929715,1588,6,NA,"log_URXUTU","Alk Phosphatase (log)","Urinary metals/elements","Liver","continuous",0.400309851580015,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXTHG","LBXGH",-0.0194387516701517,0.00953240974621118,-2.03922745535335,0.0808049504665872,4874,7,NA,"Blood mercury (total)","HbA1c","Heavy metals","Metabolic","continuous",0.400438673608297,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP06","PHQ9_total",0.400028262450919,0.190887692062851,2.09562103312143,0.0809664439636511,1486,6,NA,"1-Hydroxyphenanthrene (PAH)","PHQ-9 depression score","PAHs","Mental health","continuous",0.400438673608297,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMCOH","avg_SBP",1.48231947827896,0.707628259870588,2.09477145323457,0.0810616199078312,1518,6,NA,"MCOCH (phthalate)","avg_SBP","Phthalates","Cardiovascular","continuous",0.400438673608297,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHBP","log_HOMA_IR",-0.0741787714405378,0.0354571725636976,-2.09206674072159,0.0813653821009621,765,6,NA,"MHBP (phthalate)","log_HOMA_IR","Phthalates","Metabolic","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOPM","log_LBXSAPSI",-0.0133602108515928,0.00638810889131638,-2.09141877179863,0.0814383268504233,1587,6,NA,"log_URXOPM","Alk Phosphatase (log)","Other","Liver","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXECP","log_LBXSATSI",-0.0479846083799792,0.0229533759229233,-2.09052509491893,0.0815390415392238,1580,6,NA,"MECPP (phthalate)","log_LBXSATSI","Phthalates","Other","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBMA","LBXTC",-2.43754874964752,1.16728531381089,-2.08822018131073,0.0817993853056482,1548,6,NA,"log_URXBMA","Total cholesterol","VOC metabolites","Metabolic","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXATC","log_LBXSAPSI",-0.0282608479472019,0.0135433000411613,-2.08670323047636,0.0819711899271668,1544,6,NA,"log_URXATC","Alk Phosphatase (log)","VOC metabolites","Liver","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP06","log_LBXSATSI",-0.0505726135832152,0.024245906864205,-2.08582066517285,0.0820713155406669,1579,6,NA,"1-Hydroxyphenanthrene (PAH)","log_LBXSATSI","PAHs","Other","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXDHB","LBXRBCSI",-0.0853331755034503,0.0409155125347076,-2.08559468566022,0.0820969726039989,1554,6,NA,"log_URXDHB","RBC count","VOC metabolites","Hematology","continuous",0.400598840140979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP03","log_LBXSAPSI",-0.0271805762914937,0.00832213347528806,-3.26605868221224,0.0823338544522661,1567,NA,"WTSA2YR","3-Hydroxyfluorene","Alk Phos (log)","PAHs","Liver","continuous",0.401054803220446,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXTHG","LBXGH",-0.0274888764552098,0.00843854567079619,-3.2575372022151,0.082713134643725,4937,NA,"WTMEC2YR","Blood mercury (total)","HbA1c","Heavy metals","Metabolic","continuous",0.401730811521771,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP06","BMXBMI",0.669515514167295,0.330947525396376,2.02302619838422,0.0827599955066309,1590,7,NA,"1-Hydroxyphenanthrene (PAH)","BMI","PAHs","Anthropometric","continuous",0.401730811521771,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP3","log_LBXSAPSI",-0.0179798032316805,0.00865502950007418,-2.07738208535585,0.0830349777935936,1580,6,NA,"log_URXOP3","Alk Phosphatase (log)","Other","Liver","continuous",0.402367067436547,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMCOH","log_LBXIN",0.0975174893303573,0.0470270722362146,2.07364576813398,0.0834653304432429,765,6,NA,"MCOCH (phthalate)","log_LBXIN","Phthalates","Metabolic","continuous",0.402772698901817,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXATC","LBXSUA",-0.135957562030943,0.0655744588840483,-2.07333105518033,0.0835016829754147,1545,6,NA,"log_URXATC","Uric acid","VOC metabolites","Metabolic","continuous",0.402772698901817,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBCEP","LBXWBCSI",0.200112954483436,0.0965650371659319,2.07231271645008,0.0836194219545729,1597,6,NA,"log_URXBCEP","WBC","Other","Hematology","continuous",0.402772698901817,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFDE","log_LBXHSCRP",-0.174372167393152,0.0539360886472679,-3.23294053696615,0.0838220697057564,1594,NA,"WTMEC2YR","PFDeA","CRP (log)","PFAS","Inflammation","continuous",0.402772698901817,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFDE","LBXPLTSI",-4.58370904302328,2.27564468737892,-2.0142463665111,0.0838389523465156,1595,7,NA,"PFDeA","Platelets","PFAS","Hematology","continuous",0.402772698901817,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","PHQ9_total",-1.26863599307854,0.630371477206315,-2.01252124969373,0.0840525807050187,4532,7,NA,"Blood selenium","PHQ-9 depression score","Heavy metals","Mental health","continuous",0.403106373329729,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUCS","avg_DBP",1.39241245541609,0.673583752810047,2.06717048860997,0.0842165467129904,1561,6,NA,"Urinary cesium","avg_DBP","Urinary metals/elements","Cardiovascular","continuous",0.403201138030002,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCD","log_LBXIN",-0.0861062714252148,0.0417620575733267,-2.06183019775852,0.0848412660019475,778,6,NA,"Urinary cadmium","log_LBXIN","Urinary metals/elements","Metabolic","continuous",0.40549774314777,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP03","log_LBXSASSI",-0.0278287313522837,0.0135212093616499,-2.05815401625347,0.0852740519090318,1561,6,NA,"3-Hydroxyfluorene (PAH)","log_LBXSASSI","PAHs","Other","continuous",0.406870732316814,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP10","BMXBMI",0.562423168798254,0.222558730184604,2.52707754187735,0.0856432407129235,1668,NA,"WTSA2YR","1-Hydroxypyrene","BMI","PAHs","Anthropometric","continuous",0.407936117603636,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","eGFR",1.36648064505352,0.665668434662595,2.05279471565471,0.0859090117157522,1545,6,NA,"log_URXBMA","eGFR (kidney)","VOC metabolites","Kidney","continuous",0.408506116934087,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCS","log_LBXSASSI",-0.0624187880138537,0.0305436782736446,-2.04359106505235,0.0870106744373623,1583,6,NA,"Urinary cesium","log_LBXSASSI","Urinary metals/elements","Other","continuous",0.413042182897903,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCYHA","PHQ9_total",0.303085779101578,0.148639928371584,2.03906031456027,0.0875582567279577,1462,6,NA,"log_URXCYHA","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.41448274629178,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP1","log_LBXSAPSI",-0.0237592262232205,0.0116554243421614,-2.03846943069037,0.087629927751185,1582,6,NA,"log_URXOP1","Alk Phosphatase (log)","Other","Liver","continuous",0.41448274629178,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP01","LBXGLU",-1.04798561712186,0.514397873711598,-2.03730549965186,0.0877712804693446,771,6,NA,"1-Hydroxynaphthalene (PAH)","Fasting glucose","PAHs","Metabolic","continuous",0.41448274629178,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX4FP","LBXSBU",1.07669795253101,0.528780982993627,2.0361888705517,0.0879071060625986,1587,6,NA,"log_URX4FP","BUN","Other","Kidney","continuous",0.41448274629178,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHPM","LBXGLU",2.51803129935618,1.23739683623472,2.03494240943618,0.0880589761613858,757,6,NA,"HPMA (acrolein metabolite)","Fasting glucose","VOC metabolites","Metabolic","continuous",0.414499827183897,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFNA","LBXT3F",0.0345416006964562,0.0154197800634079,2.24008387632102,0.0886136981656854,1384,NA,"WTSSBJ2Y","PFNA","Free T3","PFAS","Thyroid","continuous",0.41622798779753,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHP2","LBXRBCSI",-0.0331280859356747,0.0163310192117163,-2.02853756438592,0.0888435557253757,1554,6,NA,"log_URXHP2","RBC count","Other","Hematology","continuous",0.41622798779753,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFUA","LBXHGB",0.111673317357337,0.0565518886791144,1.97470535406857,0.0888727141327344,1595,7,NA,"PFUA","Hemoglobin","PFAS","Hematology","continuous",0.41622798779753,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMNP","LBXSUA",-0.164887672942795,0.0527983724794695,-3.12296885679405,0.0890500931010117,1578,NA,"WTSA2YR","Mono-n-butyl phthalate (MnBP)","Uric acid","Phthalates","Kidney","continuous",0.416361304866938,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP01","log_LBXSASSI",-0.013864562333583,0.00685360210870204,-2.02295991417114,0.0895325761731436,1550,6,NA,"1-Hydroxynaphthalene (PAH)","log_LBXSASSI","PAHs","Other","continuous",0.417918335526059,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUCS","LBXRBCSI",0.0619177891084974,0.0306745069922485,2.01854227434345,0.0900821375688039,1599,6,NA,"Urinary cesium","RBC count","Urinary metals/elements","Hematology","continuous",0.419782761070626,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMCOH","LBXGH",0.0677538583387653,0.0336108588891198,2.01583239994792,0.0904209391896454,1596,6,NA,"MCOCH (phthalate)","HbA1c","Phthalates","Metabolic","continuous",0.420507595105226,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCYHA","log_LBXSGB",-0.0136239660855372,0.00676162680113203,-2.01489471191405,0.0905384736242296,1545,6,NA,"log_URXCYHA","log_LBXSGB","VOC metabolites","Other","continuous",0.420507595105226,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPHG","LBXTC",-4.92525079135441,2.45073887085179,-2.00970036013774,0.0911923651012635,1548,6,NA,"log_URXPHG","Total cholesterol","PAHs","Metabolic","continuous",0.422694086344137,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_SSGLYP","LBXTC",-3.39828832886349,1.73706986962105,-1.9563337021123,0.0913115980514516,1384,7,"WTSSBJ2Y","Glyphosate (surplus serum)","Total cholesterol","Surplus serum","Metabolic","continuous",0.422694086344137,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMNP","log_LBXSTR",0.0454771918775334,0.0226842885689191,2.00478810430246,0.091815139327579,1578,6,NA,"MnBP (phthalate)","log_LBXSTR","Phthalates","Other","continuous",0.4243225281982,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHP2","LBXTC",-4.39362124911375,2.19609043505631,-2.00065588328155,0.0923423496423749,1548,6,NA,"log_URXHP2","Total cholesterol","Other","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUSN","log_LBXSGB",0.0121781962511512,0.00608878627980288,2.00010243281941,0.0924131936711228,1589,6,NA,"log_URXUSN","log_LBXSGB","Urinary metals/elements","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMCOH","LBXSBU",0.528975845856109,0.173653359071508,3.0461595945189,0.0929825231372011,1578,NA,"WTSA2YR","Mono-carboxyisoctyl (MCOP)","Blood urea nitrogen","Phthalates","Kidney","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXECP","log_LBXSTR",0.0307073887480785,0.0153931146052607,1.99487819947654,0.0930846290396738,1578,6,NA,"MECPP (phthalate)","log_LBXSTR","Phthalates","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUIO","LBXHGB",-0.0933110402198334,0.0480835406970574,-1.94060251943018,0.093452055050737,1600,7,"WTSA2YR","Urinary iodine","Hemoglobin","Urinary elements","Hematology","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHNC","log_LBXIN",0.0833509310895941,0.0418432230248834,1.99198161766905,0.0934590278614328,765,6,NA,"MHNCH (phthalate)","log_LBXIN","Phthalates","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","BMXWAIST",-1.88595617642881,0.972265740093567,-1.93975381282828,0.0935689212917865,1515,7,NA,"log_URXBMA","Waist circumference","VOC metabolites","Anthropometric","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBPB","log_LBXIN",-0.0868440997436009,0.0286780990393697,-3.02823766750997,0.0939356805725496,2342,NA,"WTMEC2YR","Blood lead","Insulin (log)","Heavy metals","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMC1","LBXRBCSI",-0.0292163823214234,0.0146951644632689,-1.98816300385414,0.0939549281643948,1595,6,NA,"MCNP (phthalate)","RBC count","Phthalates","Hematology","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMC1","BMXWAIST",1.27576169638339,0.526962090908141,2.42097433267886,0.0940867815399495,1618,NA,"WTSA2YR","Mono-carboxyisononyl (MCNP)","Waist circumference","Phthalates","Anthropometric","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCD","log_LBXSATSI",0.0455531537334918,0.0229418449817746,1.98559243032459,0.0942902474101596,1588,6,NA,"Urinary cadmium","log_LBXSATSI","Urinary metals/elements","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXTHG","LBXWBCSI",-0.131788553137956,0.0681688838344577,-1.93326552709874,0.0944670932634778,4873,7,NA,"Blood mercury (total)","WBC","Heavy metals","Hematology","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
