"exposure","outcome","beta","se","t_value","p_value","n","exp_label","chem_class","is_urinary","out_label","out_domain","type","p_fdr","p_bonf","sig_nom","sig_fdr05","sig_fdr01","sig_bonf05","direction"
"log_URXMZP","LBXSBU",0.5529711354702,0.189152834899544,2.92340918793986,0.0997997921953572,1578,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Blood urea nitrogen","Kidney","continuous",0.627866653811568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","BMXWAIST",1.20431399868902,0.522967068332089,2.30284863352862,0.104714560731196,1603,"3-Hydroxyfluorene","PAHs",TRUE,"Waist circumference","Anthropometric","continuous",0.64005206259217,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","PHQ9_total",0.307029407952121,0.108318823206514,2.83449726338661,0.105189886303403,1564,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"PHQ-9 depression","Mental health","continuous",0.64005206259217,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP04","LBXSBU",0.497485534981549,0.175967976909904,2.82713675361661,0.105654463934588,1579,"2-Hydroxyfluorene","PAHs",TRUE,"Blood urea nitrogen","Kidney","continuous",0.64005206259217,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBMN","LBXWBCSI",-0.415332778211159,0.14693653623476,-2.82661337237175,0.105687609100868,4941,"Blood manganese","Heavy metals",FALSE,"WBC count","Hematology","continuous",0.64005206259217,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","log_LBXSASSI",-0.0284378120021912,0.0102287901012795,-2.78017358070862,0.108688190580167,1575,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","PHQ9_total",-0.218375643487371,0.0785485625940055,-2.78013545093232,0.108690703476641,4592,"Blood mercury (total)","Heavy metals",FALSE,"PHQ-9 depression","Mental health","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","log_LBXSAPSI",-0.041124516157027,0.0148184254155718,-2.77522847426229,0.109014778460997,1591,"PFUA","PFAS",FALSE,"Alk Phos (log)","Liver","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","LBXSTB",-0.0354331453421777,0.0128312461585861,-2.76147343011321,0.109930525368826,1580,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Total bilirubin","Liver","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","log_HOMA_IR",0.127820550380791,0.0469421684934456,2.72293663635583,0.112554722465894,765,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMOH","avg_SBP",-1.54416715419071,0.57171007772912,-2.70096192868292,0.114090819617631,1597,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBPB","log_LBXSATSI",0.033710400760708,0.0124916339043026,2.69863822610882,0.114254977885528,4833,"Blood lead","Heavy metals",FALSE,"ALT (log)","Liver","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","BMXWAIST",-3.11754855983519,1.41313270676292,-2.20612582591524,0.114514850234667,1531,"PFDeA","PFAS",FALSE,"Waist circumference","Anthropometric","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","log_LBXSAPSI",-0.0257660815978068,0.00956746839943947,-2.69309293974949,0.1146480725644,1579,"1-Hydroxypyrene","PAHs",TRUE,"Alk Phos (log)","Liver","continuous",0.640447853635612,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","eGFR",1.0068470113469,0.380062553027753,2.64916131127861,0.117830683048072,4834,"Blood mercury (total)","Heavy metals",FALSE,"eGFR","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMIB","avg_SBP",-1.33874453608842,0.515412147604657,-2.59742526890401,0.121740248066737,1597,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBPB","LBXWBCSI",-0.187421868354867,0.0722029301433911,-2.59576540706392,0.121868677001142,4941,"Blood lead","Heavy metals",FALSE,"WBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","log_HOMA_IR",0.148797710154827,0.0575736974183203,2.58447375845412,0.122747412490556,765,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","BMXWAIST",-1.61556435068645,0.760811052039279,-2.12347644839819,0.123773777469862,1531,"PFHxS","PFAS",FALSE,"Waist circumference","Anthropometric","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXMPAH","LBXSUA",-0.1004434535432,0.0390982019506358,-2.56900441790179,0.123965747708053,1589,"Me-PFOSA-AcOH","PFAS",FALSE,"Uric acid","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","log_LBXIN",0.101470486036541,0.039708782818434,2.55536631531893,0.125053955712688,765,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBPB","PHQ9_total",-0.356712776816739,0.141384299850862,-2.52300133178163,0.127690502925496,4592,"Blood lead","Heavy metals",FALSE,"PHQ-9 depression","Mental health","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","LBXSBU",0.301721016008986,0.119886427407185,2.51672372373073,0.128210879866741,1556,"1-Hydroxynaphthalene","PAHs",TRUE,"Blood urea nitrogen","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXTHG","LBXSTB",0.0128050446819935,0.00512481814662552,2.49863396429493,0.129727087020171,4834,"Blood mercury (total)","Heavy metals",FALSE,"Total bilirubin","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMCOH","log_LBXIN",0.114491532875372,0.046031725528458,2.48723095997325,0.130695728676504,765,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","log_LBXIN",-0.0642740789409817,0.0259645682411377,-2.47545340804656,0.131706812532733,774,"1-Hydroxypyrene","PAHs",TRUE,"Insulin (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","LBXSBU",-0.385629488899197,0.158249133232305,-2.43685055976328,0.135098268512767,4832,"Blood cadmium","Heavy metals",FALSE,"Blood urea nitrogen","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","log_LBXSATSI",0.050123151996007,0.0207734887895274,2.41284227718532,0.137269082023439,1591,"PFNA","PFAS",FALSE,"ALT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","LBXRBCSI",-0.0285526301838564,0.0118820597468137,-2.40300341794806,0.138172719024736,1617,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"RBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","log_LBXSASSI",0.0337760089240361,0.0141109674330317,2.39359980698214,0.139044120386948,1586,"PFHxS","PFAS",FALSE,"AST (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","LBXTC",4.86861865798603,2.0370583708512,2.39002412873993,0.139377468662596,1595,"PFDeA","PFAS",FALSE,"Total cholesterol","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","log_HOMA_IR",0.141853434343595,0.0594117558944047,2.38763241732356,0.139601059016419,765,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBPB","avg_SBP",1.47159141894464,0.61709757931079,2.3846980903542,0.139876056442114,4729,"Blood lead","Heavy metals",FALSE,"Systolic BP","Cardiovascular","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP06","PHQ9_total",0.401169964684874,0.170138987866286,2.35789556359743,0.142423041808776,1552,"1-Hydroxyphenanthrene","PAHs",TRUE,"PHQ-9 depression","Mental health","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMIB","log_HOMA_IR",0.0469588370902419,0.02015288339402,2.33012994578116,0.145129786446701,765,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","BMXBMI",-0.688603125350791,0.353069219768885,-1.95033462787139,0.146225943728136,1597,"PFHxS","PFAS",FALSE,"BMI","Anthropometric","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","LBXSBU",0.284285583867497,0.122889445513535,2.31334418248462,0.146800758161261,1578,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Blood urea nitrogen","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP04","log_LBXSASSI",-0.0337300916191131,0.0146143635774919,-2.30800961261576,0.147337362788517,1573,"2-Hydroxyfluorene","PAHs",TRUE,"AST (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","BMXBMI",-1.22970881310447,0.634908976206798,-1.93682694557454,0.14817147201377,1597,"PFDeA","PFAS",FALSE,"BMI","Anthropometric","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHH","avg_SBP",-1.34926209123128,0.587050696617485,-2.29837405696913,0.148313488282832,1597,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","LBXPLTSI",-5.44136566312329,2.37412009844704,-2.29195046479856,0.148969191054927,1595,"PFDeA","PFAS",FALSE,"Platelet count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","log_LBXSASSI",0.0280184894404708,0.0122968431032634,2.27851076940513,0.150354069266454,4820,"Blood cadmium","Heavy metals",FALSE,"AST (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBMN","log_LBXHSCRP",-0.0930110757235853,0.0411173487796562,-2.26208835161096,0.152070496237475,4828,"Blood manganese","Heavy metals",FALSE,"CRP (log)","Inflammation","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","log_LBXSASSI",-0.0293930467907776,0.0129964313102078,-2.26162444821998,0.152119373193724,1575,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","log_LBXHSCRP",-0.091002293069312,0.0406413319712463,-2.23915626421142,0.15451273458131,1594,"PFHxS","PFAS",FALSE,"CRP (log)","Inflammation","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","LBXWBCSI",0.217233810870492,0.0975018275363136,2.22799732435359,0.155720674719955,1619,"1-Hydroxypyrene","PAHs",TRUE,"WBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMIB","log_LBXIN",0.0415977557937145,0.0187048808250688,2.22389846707626,0.156167627903786,765,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","log_LBXSATSI",-0.0404103619461782,0.0182140604315546,-2.21863554796217,0.156744100864918,1580,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP04","log_LBXSATSI",-0.0425036089811218,0.0191745372369371,-2.21666934935173,0.15696021754151,1578,"2-Hydroxyfluorene","PAHs",TRUE,"ALT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","log_LBXSGB",-0.00466320719265637,0.00210902971752515,-2.21106756055028,0.157578190054239,4832,"Blood mercury (total)","Heavy metals",FALSE,"GGT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","LBXSTB",0.0198971193593427,0.00901061781692208,2.20818591617276,0.157897384935444,1591,"PFNA","PFAS",FALSE,"Total bilirubin","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","log_HOMA_IR",0.172433051869428,0.0787313903813315,2.19014361405606,0.159916190022117,765,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","LBXRBCSI",0.0421257365626581,0.0192592548329591,2.18729836268466,0.160237776820484,1595,"PFHxS","PFAS",FALSE,"RBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","log_LBXSAPSI",-0.0214848734917711,0.00985114864492649,-2.18095110186325,0.160958379017946,1555,"1-Hydroxynaphthalene","PAHs",TRUE,"Alk Phos (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","LBXRBCSI",0.0240347897191016,0.0111064675970294,2.16403546034116,0.162900591877935,4941,"Blood cadmium","Heavy metals",FALSE,"RBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","BMXBMI",0.303748213996342,0.165832357819247,1.83165829631042,0.164397856598278,1642,"1-Hydroxynaphthalene","PAHs",TRUE,"BMI","Anthropometric","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","PHQ9_total",-1.29261186039394,0.601645837471192,-2.14845974141029,0.164717399689322,4592,"Blood selenium","Heavy metals",FALSE,"PHQ-9 depression","Mental health","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","LBXSTB",-0.0199183603643619,0.00927932714799626,-2.14653067476589,0.16494433604667,1580,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Total bilirubin","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","log_LBXHSCRP",-0.05481765496335,0.0257288051370392,-2.13059466506023,0.166835480507387,4828,"Blood mercury (total)","Heavy metals",FALSE,"CRP (log)","Inflammation","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","log_LBXSATSI",-0.0365339661555579,0.0171523193425545,-2.12997236268322,0.166909928560178,1580,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","PHQ9_total",0.191539344046445,0.0902203392883493,2.12301733242517,0.167745071444119,1564,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"PHQ-9 depression","Mental health","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFUA","LBXHGB",0.126274725567905,0.0595797674618322,2.11942293411599,0.168178910891188,1595,"PFUA","PFAS",FALSE,"Hemoglobin","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","LBXGH",-0.0295860911510843,0.0140927287772332,-2.09938696889425,0.170625440388135,1592,"1-Hydroxynaphthalene","PAHs",TRUE,"HbA1c","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBPB","log_LBXHSCRP",-0.0551479902358298,0.0264320874224739,-2.08640314154455,0.17223676776574,4828,"Blood lead","Heavy metals",FALSE,"CRP (log)","Inflammation","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","PHQ9_total",0.401146410370865,0.192411391890215,2.08483711089076,0.172432512043513,1552,"1-Hydroxypyrene","PAHs",TRUE,"PHQ-9 depression","Mental health","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMIB","LBXSTB",0.0120183862517604,0.00576542166304634,2.0845632729333,0.172466771156945,1580,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"Total bilirubin","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","log_LBXSGB",-0.0288171379197656,0.013911291820203,-2.07149258977626,0.174112816402723,4832,"Blood selenium","Heavy metals",FALSE,"GGT (log)","Liver","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","avg_SBP",-1.17881894486904,0.573995201851154,-2.0537087088312,0.176386828823673,1597,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP06","LBXWBCSI",0.225891452797744,0.110115263770906,2.05140908773292,0.17668381385921,1620,"1-Hydroxyphenanthrene","PAHs",TRUE,"WBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","log_LBXIN",0.144399334300947,0.0709795597920167,2.03437911877819,0.178904369060242,765,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXTHG","LBXTC",2.78412285772914,1.37155873202821,2.02989692873893,0.179495078731107,4855,"Blood mercury (total)","Heavy metals",FALSE,"Total cholesterol","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","LBXPLTSI",3.53424575800464,1.74321094014632,2.0274343607022,0.179820744474685,1617,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Platelet count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","LBXSUA",0.101475709765554,0.0501628400954403,2.02292592629296,0.180419041409266,1589,"PFHxS","PFAS",FALSE,"Uric acid","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","log_LBXSTR",0.0476079481722893,0.0235853370558341,2.01854008105061,0.181003654082987,1589,"Me-PFOSA-AcOH","PFAS",FALSE,"Triglycerides (log)","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","LBXPLTSI",-6.81716743478773,3.37968013402347,-2.01710433072019,0.18119558880276,1617,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Platelet count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","LBXRBCSI",-0.0185922395872757,0.00922049865056054,-2.0164028315481,0.181289466948067,1617,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"RBC count","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHH","LBXGLU",3.08874066470402,1.53697726579538,2.0096202679391,0.182200540133401,783,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","LBXHGB",0.133761258893481,0.0666330016225207,2.00743258800264,0.182495719951128,1595,"Me-PFOSA-AcOH","PFAS",FALSE,"Hemoglobin","Hematology","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP06","LBXSUA",0.124201304571723,0.0618740781230923,2.00732371841786,0.182510426384817,1581,"1-Hydroxyphenanthrene","PAHs",TRUE,"Uric acid","Kidney","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","LBXGH",0.0551627696616526,0.0275559076712076,2.00184912505316,0.183252017509207,1616,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMOH","avg_DBP",-0.744420915025287,0.372959623884889,-1.99598258726003,0.184051219578774,1597,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Diastolic BP","Cardiovascular","continuous",0.651722351295332,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","avg_SBP",-1.19716318017157,0.608471492878904,-1.96749263389046,0.187999930380979,1597,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.655105741753185,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","LBXGH",0.0642737850383542,0.0327769948487482,1.96094197576533,0.188923937149446,1616,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.655105741753185,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","LBXSBU",0.575030955525964,0.293519182400942,1.95909156881093,0.189186052384899,1578,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Blood urea nitrogen","Kidney","continuous",0.655105741753185,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","log_LBXIN",0.108766662176848,0.055591280677606,1.95654176070571,0.189548040672551,765,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.655105741753185,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","BMXWAIST",1.09139829525206,0.646694739766108,1.687656058014,0.190061542360492,1614,"1-Hydroxypyrene","PAHs",TRUE,"Waist circumference","Anthropometric","continuous",0.655105741753185,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","LBXSTB",0.015685476784274,0.00813068073116204,1.92917140678727,0.19349291505241,1580,"1-Hydroxypyrene","PAHs",TRUE,"Total bilirubin","Liver","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMZP","log_LBXSGB",-0.00754140081073872,0.00394736223542407,-1.91049119917634,0.196248648869011,1578,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","BMXWAIST",0.600167958096602,0.363995452517268,1.64883367071222,0.197742180601992,1590,"1-Hydroxynaphthalene","PAHs",TRUE,"Waist circumference","Anthropometric","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFUA","eGFR",1.81509025615534,0.95599750310911,1.89863493393265,0.198024979533482,1591,"PFUA","PFAS",FALSE,"eGFR","Kidney","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMCOH","LBXGLU",4.90766926884297,2.59612419870986,1.89038308386087,0.199273979601527,783,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXTHG","log_LBXSATSI",0.0257681461038291,0.0136319467365061,1.89027631943591,0.199290208255807,4833,"Blood mercury (total)","Heavy metals",FALSE,"ALT (log)","Liver","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","LBXRBCSI",0.0298425629382862,0.015804637711283,1.88821556580075,0.199603797431945,1595,"Me-PFOSA-AcOH","PFAS",FALSE,"RBC count","Hematology","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","log_LBXSGB",-0.00996914904267581,0.0052803514749946,-1.88797073260848,0.199641097939723,1578,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","LBXGH",-0.0731658497733435,0.0390754687071482,-1.87242411144665,0.202028788375748,1596,"PFDeA","PFAS",FALSE,"HbA1c","Metabolic","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBMN","LBXGLU",-5.09407829548966,2.73065090839545,-1.86551795391633,0.203101657760488,2391,"Blood manganese","Heavy metals",FALSE,"Fasting glucose","Metabolic","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXMPAH","LBXTC",3.56296814062388,1.91113317784847,1.86432226802478,0.20328817662728,1595,"Me-PFOSA-AcOH","PFAS",FALSE,"Total cholesterol","Metabolic","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXTHG","LBXWBCSI",-0.117915464229015,0.0632596693147909,-1.86399115749795,0.20333986790325,4941,"Blood mercury (total)","Heavy metals",FALSE,"WBC count","Hematology","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","LBXGH",-0.0318893826248704,0.0171574866878662,-1.85862785179503,0.204179599959674,1616,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.658250650616264,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP03","LBXSBU",0.329811520003122,0.180552719716092,1.82667710861254,0.209278792147595,1568,"3-Hydroxyfluorene","PAHs",TRUE,"Blood urea nitrogen","Kidney","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFNA","LBXSUA",0.0983377879988535,0.0540162649909893,1.82052180052171,0.210280493352086,1589,"PFNA","PFAS",FALSE,"Uric acid","Kidney","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","LBXRBCSI",-0.0122647318981933,0.00673788729828796,-1.82026373479261,0.210322628921574,1595,"1-Hydroxynaphthalene","PAHs",TRUE,"RBC count","Hematology","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","LBXGLU",3.58557321317051,1.97503409950709,1.81544876317091,0.211110844661457,783,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Positive"
